group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
By Month,2020,6,4,South Carolina,Total - All Places of Death,85 years and over,66,0,81,25,122,1066
By Month,2020,7,4,South Carolina,Total - All Places of Death,65-74 years,236,0,146,101,281,1237
By Month,2020,7,4,South Carolina,Total - All Places of Death,75-84 years,309,5,202,128,383,1475
By Month,2020,7,4,South Carolina,Total - All Places of Death,85 years and over,287,0,170,115,342,1449
By Month,2020,8,4,South Carolina,Total - All Places of Death,65-74 years,236,5,177,122,291,1265
By Month,2020,8,4,South Carolina,Total - All Places of Death,75-84 years,295,0,188,134,349,1411
By Month,2020,8,4,South Carolina,Total - All Places of Death,85 years and over,295,0,179,119,355,1426
By Month,2020,9,4,South Carolina,Total - All Places of Death,65-74 years,149,5,118,70,197,1078
By Month,2020,9,4,South Carolina,Total - All Places of Death,75-84 years,182,0,131,75,238,1279
By Month,2020,9,4,South Carolina,Total - All Places of Death,85 years and over,152,0,116,67,201,1197
By Month,2020,10,4,South Carolina,Total - All Places of Death,65-74 years,114,0,125,70,169,1076
By Month,2020,10,4,South Carolina,Total - All Places of Death,75-84 years,154,0,142,71,225,1306
By Month,2020,10,4,South Carolina,Total - All Places of Death,85 years and over,134,0,103,54,183,1237
By Month,2020,11,4,South Carolina,Total - All Places of Death,65-74 years,135,0,133,70,198,1084
By Month,2020,11,4,South Carolina,Total - All Places of Death,75-84 years,177,5,158,93,243,1261
By Month,2020,11,4,South Carolina,Total - All Places of Death,85 years and over,128,0,112,54,186,1291
By Month,2020,12,4,South Carolina,Total - All Places of Death,65-74 years,274,0,214,145,343,1333
By Month,2020,12,4,South Carolina,Total - All Places of Death,75-84 years,370,5,247,190,429,1520
By Month,2020,12,4,South Carolina,Total - All Places of Death,85 years and over,339,5,208,139,409,1567
By Month,2021,1,4,South Carolina,Total - All Places of Death,65-74 years,550,0,272,215,607,1658
By Month,2021,1,4,South Carolina,Total - All Places of Death,75-84 years,641,0,326,242,725,1974
By Month,2021,1,4,South Carolina,Total - All Places of Death,85 years and over,537,5,234,172,600,1756
By Month,2021,2,4,South Carolina,Total - All Places of Death,65-74 years,295,0,156,111,340,1202
By Month,2021,2,4,South Carolina,Total - All Places of Death,75-84 years,357,5,202,138,421,1426
By Month,2021,2,4,South Carolina,Total - All Places of Death,85 years and over,209,0,119,68,260,1275
By Month,2021,3,4,South Carolina,Total - All Places of Death,65-74 years,144,5,119,62,202,1134
By Month,2021,3,4,South Carolina,Total - All Places of Death,75-84 years,124,0,105,45,184,1205
By Month,2021,3,4,South Carolina,Total - All Places of Death,85 years and over,79,0,75,26,128,1118
By Month,2021,4,4,South Carolina,Total - All Places of Death,65-74 years,86,0,70,29,127,1013
By Month,2021,4,4,South Carolina,Total - All Places of Death,75-84 years,75,0,82,28,129,1116
By Month,2021,4,4,South Carolina,Total - All Places of Death,85 years and over,37,5,45,5,76,996
By Month,2021,5,4,South Carolina,Total - All Places of Death,65-74 years,59,5,83,29,114,1054
By Month,2021,5,4,South Carolina,Total - All Places of Death,75-84 years,42,0,76,19,99,1080
By Month,2021,5,4,South Carolina,Total - All Places of Death,85 years and over,29,0,61,5,83,1059
By Month,2021,6,4,South Carolina,Total - All Places of Death,65-74 years,31,0,80,17,94,1005
By Month,2021,6,4,South Carolina,Total - All Places of Death,75-84 years,20,0,63,11,72,1095
By Month,2021,6,4,South Carolina,Total - All Places of Death,85 years and over,17,0,51,5,64,964
By Month,2021,7,4,South Carolina,Total - All Places of Death,65-74 years,41,0,68,14,95,1025
By Month,2021,7,4,South Carolina,Total - All Places of Death,75-84 years,31,0,72,11,92,1160
By Month,2021,7,4,South Carolina,Total - All Places of Death,85 years and over,22,5,62,5,80,1063
By Month,2021,8,4,South Carolina,Total - All Places of Death,65-74 years,306,0,199,152,353,1315
By Month,2021,8,4,South Carolina,Total - All Places of Death,75-84 years,211,0,165,95,281,1318
By Month,2021,8,4,South Carolina,Total - All Places of Death,85 years and over,129,0,110,51,188,1284
By Month,2021,9,4,South Carolina,Total - All Places of Death,65-74 years,546,5,312,240,618,1535
By Month,2021,9,4,South Carolina,Total - All Places of Death,75-84 years,374,0,241,176,439,1389
By Month,2021,9,4,South Carolina,Total - All Places of Death,85 years and over,242,0,131,92,281,1289
By Month,2021,10,4,South Carolina,Total - All Places of Death,65-74 years,279,5,172,119,332,1312
By Month,2021,10,4,South Carolina,Total - All Places of Death,75-84 years,200,0,164,99,265,1328
By Month,2021,10,4,South Carolina,Total - All Places of Death,85 years and over,127,0,92,45,174,1150
By Month,2021,11,4,South Carolina,Total - All Places of Death,65-74 years,116,0,103,56,163,1110
By Month,2021,11,4,South Carolina,Total - All Places of Death,75-84 years,85,5,101,45,143,1262
By Month,2021,11,4,South Carolina,Total - All Places of Death,85 years and over,60,0,69,21,108,1166
By Month,2021,12,4,South Carolina,Total - All Places of Death,65-74 years,121,5,135,59,197,1220
By Month,2021,12,4,South Carolina,Total - All Places of Death,75-84 years,123,0,109,46,186,1367
By Month,2021,12,4,South Carolina,Total - All Places of Death,85 years and over,66,0,81,23,124,1255
By Month,2022,1,4,South Carolina,Total - All Places of Death,65-74 years,347,5,239,171,416,1502
By Month,2022,1,4,South Carolina,Total - All Places of Death,75-84 years,427,5,289,216,502,1768
By Month,2022,1,4,South Carolina,Total - All Places of Death,85 years and over,329,5,207,127,412,1659
By Month,2022,2,4,South Carolina,Total - All Places of Death,65-74 years,329,5,246,198,378,1220
By Month,2022,2,4,South Carolina,Total - All Places of Death,75-84 years,342,5,222,169,395,1489
By Month,2022,2,4,South Carolina,Total - All Places of Death,85 years and over,267,0,165,119,313,1274
By Month,2022,3,4,South Carolina,Total - All Places of Death,65-74 years,86,5,89,41,135,1093
By Month,2022,3,4,South Carolina,Total - All Places of Death,75-84 years,85,5,112,45,153,1229
By Month,2022,3,4,South Carolina,Total - All Places of Death,85 years and over,63,0,75,24,114,1160
By Month,2022,4,4,South Carolina,Total - All Places of Death,65-74 years,16,0,52,5,65,962
By Month,2022,4,4,South Carolina,Total - All Places of Death,75-84 years,25,5,75,5,93,1096
By Month,2022,4,4,South Carolina,Total - All Places of Death,85 years and over,18,5,46,5,62,1013
By Month,2022,5,4,South Carolina,Total - All Places of Death,65-74 years,21,5,63,5,78,991
By Month,2022,5,4,South Carolina,Total - All Places of Death,75-84 years,29,5,77,10,97,1189
By Month,2022,5,4,South Carolina,Total - All Places of Death,85 years and over,36,0,70,5,97,1063
By Month,2022,6,4,South Carolina,Total - All Places of Death,65-74 years,28,0,65,5,87,985
By Month,2022,6,4,South Carolina,Total - All Places of Death,75-84 years,50,5,65,12,104,1128
By Month,2022,6,4,South Carolina,Total - All Places of Death,85 years and over,58,5,49,14,96,1087
By Month,2022,7,4,South Carolina,Total - All Places of Death,65-74 years,49,0,69,21,97,990
By Month,2022,7,4,South Carolina,Total - All Places of Death,75-84 years,69,0,74,28,115,1216
By Month,2022,7,4,South Carolina,Total - All Places of Death,85 years and over,68,0,65,22,111,1115
By Month,2022,8,4,South Carolina,Total - All Places of Death,65-74 years,53,0,73,16,110,1057
By Month,2022,8,4,South Carolina,Total - All Places of Death,75-84 years,88,0,96,36,148,1242
By Month,2022,8,4,South Carolina,Total - All Places of Death,85 years and over,90,0,63,32,121,1155
By Month,2022,9,4,South Carolina,Total - All Places of Death,65-74 years,46,5,64,12,99,1026
By Month,2022,9,4,South Carolina,Total - All Places of Death,75-84 years,57,0,86,17,126,1170
By Month,2022,9,4,South Carolina,Total - All Places of Death,85 years and over,64,0,69,22,111,1115
By Month,2022,10,4,South Carolina,Total - All Places of Death,65-74 years,28,5,67,5,90,1091
By Month,2022,10,4,South Carolina,Total - All Places of Death,75-84 years,56,5,78,22,116,1306
By Month,2022,10,4,South Carolina,Total - All Places of Death,85 years and over,55,5,67,15,109,1204
By Month,2022,11,4,South Carolina,Total - All Places of Death,65-74 years,23,5,59,5,84,1036
By Month,2022,11,4,South Carolina,Total - All Places of Death,75-84 years,33,16,80,5,118,1274
By Month,2022,11,4,South Carolina,Total - All Places of Death,85 years and over,46,5,55,10,97,1226
By Month,2022,12,4,South Carolina,Total - All Places of Death,65-74 years,51,13,88,14,134,1198
By Month,2022,12,4,South Carolina,Total - All Places of Death,75-84 years,70,10,102,25,157,1417
By Month,2022,12,4,South Carolina,Total - All Places of Death,85 years and over,78,5,75,28,132,1340
By Month,2023,1,4,South Carolina,Total - All Places of Death,65-74 years,83,5,104,34,160,1183
By Month,2023,1,4,South Carolina,Total - All Places of Death,75-84 years,122,5,134,49,211,1431
By Month,2023,1,4,South Carolina,Total - All Places of Death,85 years and over,131,10,94,40,192,1295
By Month,2023,2,4,South Carolina,Total - All Places of Death,65-74 years,48,5,84,15,118,956
By Month,2023,2,4,South Carolina,Total - All Places of Death,75-84 years,58,5,83,20,125,1158
By Month,2023,2,4,South Carolina,Total - All Places of Death,85 years and over,52,0,69,14,107,1146
By Month,2023,3,4,South Carolina,Total - All Places of Death,65-74 years,14,5,55,5,66,968
By Month,2023,3,4,South Carolina,Total - All Places of Death,75-84 years,45,0,91,18,118,1246
By Month,2023,3,4,South Carolina,Total - All Places of Death,85 years and over,33,5,55,10,80,1135
By Month,2023,4,4,South Carolina,Total - All Places of Death,65-74 years,5,0,37,5,42,775
By Month,2023,4,4,South Carolina,Total - All Places of Death,75-84 years,18,5,43,5,60,954
By Month,2023,4,4,South Carolina,Total - All Places of Death,85 years and over,20,0,42,5,57,863
By Month,2020,1,8,South Dakota,Total - All Places of Death,65-74 years,0,5,12,0,13,128
By Month,2020,1,8,South Dakota,Total - All Places of Death,75-84 years,0,5,14,0,15,153
By Month,2020,1,8,South Dakota,Total - All Places of Death,85 years and over,0,0,27,0,27,272
By Month,2020,2,8,South Dakota,Total - All Places of Death,65-74 years,0,5,5,0,14,108
By Month,2020,2,8,South Dakota,Total - All Places of Death,75-84 years,0,5,12,0,13,155
By Month,2020,2,8,South Dakota,Total - All Places of Death,85 years and over,0,5,17,0,21,267
By Month,2020,3,8,South Dakota,Total - All Places of Death,65-74 years,5,0,16,0,17,154
By Month,2020,3,8,South Dakota,Total - All Places of Death,75-84 years,0,5,17,0,19,174
By Month,2020,3,8,South Dakota,Total - All Places of Death,85 years and over,0,5,18,0,20,247
By Month,2020,4,8,South Dakota,Total - All Places of Death,65-74 years,5,5,5,0,13,120
By Month,2020,4,8,South Dakota,Total - All Places of Death,75-84 years,5,0,13,5,14,165
By Month,2020,4,8,South Dakota,Total - All Places of Death,85 years and over,5,5,19,5,26,255
By Month,2020,5,8,South Dakota,Total - All Places of Death,65-74 years,5,5,5,0,13,140
By Month,2020,5,8,South Dakota,Total - All Places of Death,75-84 years,5,5,11,5,17,163
By Month,2020,5,8,South Dakota,Total - All Places of Death,85 years and over,16,0,14,5,25,214
By Month,2020,6,8,South Dakota,Total - All Places of Death,65-74 years,5,0,5,5,11,133
By Month,2020,6,8,South Dakota,Total - All Places of Death,75-84 years,5,0,10,5,16,144
By Month,2020,6,8,South Dakota,Total - All Places of Death,85 years and over,12,0,15,5,22,208
By Month,2020,7,8,South Dakota,Total - All Places of Death,65-74 years,11,0,16,5,20,153
By Month,2020,7,8,South Dakota,Total - All Places of Death,75-84 years,5,0,19,5,24,196
By Month,2020,7,8,South Dakota,Total - All Places of Death,85 years and over,17,0,14,5,23,189
By Month,2020,8,8,South Dakota,Total - All Places of Death,65-74 years,5,0,14,5,20,141
By Month,2020,8,8,South Dakota,Total - All Places of Death,75-84 years,15,0,16,5,25,168
By Month,2020,8,8,South Dakota,Total - All Places of Death,85 years and over,19,5,18,5,31,250
By Month,2020,9,8,South Dakota,Total - All Places of Death,65-74 years,19,0,12,5,22,149
By Month,2020,9,8,South Dakota,Total - All Places of Death,75-84 years,38,0,31,22,47,187
By Month,2020,9,8,South Dakota,Total - All Places of Death,85 years and over,44,0,25,15,54,283
By Month,2020,10,8,South Dakota,Total - All Places of Death,65-74 years,42,0,33,23,52,168
By Month,2020,10,8,South Dakota,Total - All Places of Death,75-84 years,70,0,49,35,84,233
By Month,2020,10,8,South Dakota,Total - All Places of Death,85 years and over,120,0,47,32,135,376
By Month,2020,11,8,South Dakota,Total - All Places of Death,65-74 years,140,5,86,82,144,285
By Month,2020,11,8,South Dakota,Total - All Places of Death,75-84 years,189,5,91,79,201,341
By Month,2020,11,8,South Dakota,Total - All Places of Death,85 years and over,301,0,92,78,315,583
By Month,2020,12,8,South Dakota,Total - All Places of Death,65-74 years,90,0,60,51,99,219
By Month,2020,12,8,South Dakota,Total - All Places of Death,75-84 years,107,0,51,41,117,252
By Month,2020,12,8,South Dakota,Total - All Places of Death,85 years and over,171,0,82,62,191,417
By Month,2021,1,8,South Dakota,Total - All Places of Death,65-74 years,48,0,41,30,59,185
By Month,2021,1,8,South Dakota,Total - All Places of Death,75-84 years,48,0,34,23,59,205
By Month,2021,1,8,South Dakota,Total - All Places of Death,85 years and over,62,5,40,28,74,268
By Month,2021,2,8,South Dakota,Total - All Places of Death,65-74 years,5,0,18,5,21,131
By Month,2021,2,8,South Dakota,Total - All Places of Death,75-84 years,21,0,18,5,30,163
By Month,2021,2,8,South Dakota,Total - All Places of Death,85 years and over,29,0,27,13,43,231
By Month,2021,3,8,South Dakota,Total - All Places of Death,65-74 years,12,0,17,5,23,150
By Month,2021,3,8,South Dakota,Total - All Places of Death,75-84 years,5,0,10,0,16,163
By Month,2021,3,8,South Dakota,Total - All Places of Death,85 years and over,10,0,23,5,30,229
By Month,2021,4,8,South Dakota,Total - All Places of Death,65-74 years,10,0,5,5,12,139
By Month,2021,4,8,South Dakota,Total - All Places of Death,75-84 years,10,0,19,5,24,140
By Month,2021,4,8,South Dakota,Total - All Places of Death,85 years and over,5,0,15,5,19,207
By Month,2021,5,8,South Dakota,Total - All Places of Death,65-74 years,10,0,14,5,18,141
By Month,2021,5,8,South Dakota,Total - All Places of Death,75-84 years,5,0,16,5,18,148
By Month,2021,5,8,South Dakota,Total - All Places of Death,85 years and over,5,0,18,5,21,213
By Month,2021,6,8,South Dakota,Total - All Places of Death,65-74 years,5,0,14,5,20,117
By Month,2021,6,8,South Dakota,Total - All Places of Death,75-84 years,5,0,10,5,10,145
By Month,2021,6,8,South Dakota,Total - All Places of Death,85 years and over,5,0,5,5,5,208
By Month,2021,7,8,South Dakota,Total - All Places of Death,65-74 years,5,0,14,0,16,154
By Month,2021,7,8,South Dakota,Total - All Places of Death,75-84 years,5,0,5,0,5,142
By Month,2021,7,8,South Dakota,Total - All Places of Death,85 years and over,5,0,11,0,14,215
By Month,2021,8,8,South Dakota,Total - All Places of Death,65-74 years,5,0,13,5,16,145
By Month,2021,8,8,South Dakota,Total - All Places of Death,75-84 years,5,0,15,5,17,173
By Month,2021,8,8,South Dakota,Total - All Places of Death,85 years and over,5,0,15,5,18,217
By Month,2021,9,8,South Dakota,Total - All Places of Death,65-74 years,37,0,44,28,53,205
By Month,2021,9,8,South Dakota,Total - All Places of Death,75-84 years,18,0,26,13,31,183
By Month,2021,9,8,South Dakota,Total - All Places of Death,85 years and over,24,0,21,10,35,233
By Month,2021,10,8,South Dakota,Total - All Places of Death,65-74 years,34,0,33,23,44,182
By Month,2021,10,8,South Dakota,Total - All Places of Death,75-84 years,34,0,38,24,48,208
By Month,2021,10,8,South Dakota,Total - All Places of Death,85 years and over,25,0,27,16,36,240
By Month,2021,11,8,South Dakota,Total - All Places of Death,65-74 years,32,0,36,20,48,171
By Month,2021,11,8,South Dakota,Total - All Places of Death,75-84 years,34,0,29,14,49,195
By Month,2021,11,8,South Dakota,Total - All Places of Death,85 years and over,35,0,18,5,45,293
By Month,2021,12,8,South Dakota,Total - All Places of Death,65-74 years,43,0,45,34,54,184
By Month,2021,12,8,South Dakota,Total - All Places of Death,75-84 years,35,0,33,22,46,198
By Month,2021,12,8,South Dakota,Total - All Places of Death,85 years and over,30,5,30,17,46,287
By Month,2022,1,8,South Dakota,Total - All Places of Death,65-74 years,50,5,44,33,64,198
By Month,2022,1,8,South Dakota,Total - All Places of Death,75-84 years,50,5,39,27,64,248
By Month,2022,1,8,South Dakota,Total - All Places of Death,85 years and over,39,5,33,20,54,311
By Month,2022,2,8,South Dakota,Total - All Places of Death,65-74 years,28,0,29,20,37,167
By Month,2022,2,8,South Dakota,Total - All Places of Death,75-84 years,40,5,31,17,55,192
By Month,2022,2,8,South Dakota,Total - All Places of Death,85 years and over,31,5,19,5,45,237
By Month,2022,3,8,South Dakota,Total - All Places of Death,65-74 years,5,0,16,5,20,130
By Month,2022,3,8,South Dakota,Total - All Places of Death,75-84 years,10,5,11,5,18,181
By Month,2022,3,8,South Dakota,Total - All Places of Death,85 years and over,12,5,17,5,27,235
